sensor_id,timestamp,temperature,humidity,location,sensor_type
1097,2025-04-11 05:11:22,32.62,58.12,BuildingA_Floor1,TypeB
1023,2025-04-10 16:18:05,22.5,64.94,BuildingA_Floor1,TypeB
1079,2025-04-12 08:14:53,22.62,50.67,BuildingB_Floor2,TypeB
1039,2025-04-11 07:49:48,20.11,59.21,BuildingA_Floor1,TypeB
1005,2025-04-12 12:47:38,28.12,34.19,BuildingA_Floor1,TypeB
1083,2025-04-12 19:46:27,21.74,53.47,BuildingA_Floor1,TypeB
1026,2025-04-11 19:49:33,29.86,56.3,BuildingA_Floor1,TypeB
1070,2025-04-13 22:25:22,30.27,63.97,BuildingA_Floor1,TypeA
1018,2025-04-13 10:10:50,21.27,50.99,BuildingA_Floor2,TypeC
1077,2025-04-13 14:55:53,19.38,44.46,BuildingB_Floor1,TypeB
1014,2025-04-13 13:09:15,30.06,44.78,BuildingA_Floor2,TypeC
1056,2025-04-13 23:46:53,26.91,72.52,BuildingA_Floor1,TypeA
1025,2025-04-14 22:20:05,30.27,56.86,BuildingB_Floor1,TypeC
1038,2025-04-15 15:19:32,32.06,34.04,BuildingB_Floor1,TypeC
1039,2025-04-14 14:58:23,19.31,53.51,BuildingA_Floor1,TypeB
1025,2025-04-14 14:05:06,23.43,41.58,BuildingA_Floor2,TypeB
1039,2025-04-12 13:07:05,31.01,75.03,BuildingA_Floor1,TypeC
1016,2025-04-15 03:47:16,21.57,54.85,BuildingB_Floor2,TypeC
1010,2025-04-14 11:18:02,17.82,71.05,BuildingB_Floor2,TypeA
1058,2025-04-10 19:53:39,26.16,35.53,BuildingB_Floor2,TypeA
1024,2025-04-15 05:29:18,30.62,59.2,BuildingA_Floor2,TypeA
1065,2025-04-13 17:17:32,27.41,45.67,BuildingB_Floor2,TypeC
1042,2025-04-15 05:57:44,29.27,55.6,BuildingB_Floor1,TypeC
1092,2025-04-11 10:16:50,27.74,40.17,BuildingA_Floor1,TypeC
1030,2025-04-14 00:16:53,21.88,60.47,BuildingA_Floor2,TypeA
1042,2025-04-13 05:45:35,29.02,73.58,BuildingB_Floor2,TypeC
1029,2025-04-15 05:57:34,21.19,55.33,BuildingA_Floor1,TypeC
1013,2025-04-12 09:32:36,30.6,48.21,BuildingA_Floor2,TypeA
1025,2025-04-15 02:24:20,15.64,74.93,BuildingA_Floor1,TypeC
1046,2025-04-12 16:27:55,22.17,55.12,BuildingB_Floor2,TypeB
1035,2025-04-10 22:33:08,17.74,70.59,BuildingA_Floor2,TypeC
1030,2025-04-13 12:54:04,20.02,50.24,BuildingB_Floor1,TypeB
1052,2025-04-12 21:18:32,30.68,43.16,BuildingA_Floor2,TypeC
1075,2025-04-12 22:26:26,24.2,56.0,BuildingA_Floor2,TypeB
1075,2025-04-14 08:47:48,15.05,63.48,BuildingB_Floor2,TypeA
1080,2025-04-14 21:07:09,33.39,43.58,BuildingA_Floor2,TypeB
1026,2025-04-15 01:42:27,27.87,41.65,BuildingA_Floor1,TypeB
1026,2025-04-12 08:57:20,24.55,32.4,BuildingB_Floor1,TypeB
1038,2025-04-10 23:27:48,16.22,46.4,BuildingB_Floor1,TypeC
1085,2025-04-15 12:23:38,18.11,71.82,BuildingA_Floor2,TypeC
1053,2025-04-12 19:19:43,33.96,70.97,BuildingB_Floor1,TypeC
1087,2025-04-14 01:01:43,33.26,35.87,BuildingA_Floor1,TypeC
1047,2025-04-14 16:22:36,16.28,62.11,BuildingA_Floor2,TypeC
1027,2025-04-12 16:14:41,19.27,43.3,BuildingB_Floor2,TypeA
1022,2025-04-14 21:22:55,33.43,64.84,BuildingB_Floor2,TypeA
1040,2025-04-13 09:40:21,22.83,33.77,BuildingA_Floor1,TypeB
1090,2025-04-15 03:23:56,28.3,44.16,BuildingB_Floor1,TypeC
1073,2025-04-15 12:01:04,23.0,31.25,BuildingA_Floor2,TypeC
1064,2025-04-13 06:21:18,24.84,34.66,BuildingA_Floor1,TypeA
1096,2025-04-13 11:41:27,17.46,69.87,BuildingB_Floor2,TypeA
1094,2025-04-13 21:55:36,16.28,30.5,BuildingA_Floor2,TypeA
1095,2025-04-15 11:59:49,15.91,41.11,BuildingA_Floor1,TypeB
1017,2025-04-12 11:23:23,17.0,55.71,BuildingB_Floor1,TypeC
1097,2025-04-12 15:28:33,17.31,37.65,BuildingB_Floor2,TypeB
1053,2025-04-14 07:56:33,30.61,77.16,BuildingB_Floor1,TypeB
1043,2025-04-14 04:53:59,19.65,32.5,BuildingA_Floor1,TypeC
1057,2025-04-13 18:04:43,20.25,46.07,BuildingB_Floor2,TypeC
1034,2025-04-10 20:18:04,18.68,39.8,BuildingB_Floor2,TypeB
1093,2025-04-11 09:27:03,26.5,69.28,BuildingA_Floor1,TypeB
1056,2025-04-12 18:01:52,33.83,79.1,BuildingB_Floor2,TypeA
1062,2025-04-12 07:57:52,26.97,58.44,BuildingA_Floor2,TypeC
1080,2025-04-12 18:49:47,29.63,66.46,BuildingB_Floor2,TypeB
1034,2025-04-14 01:56:51,17.27,45.74,BuildingA_Floor2,TypeB
1093,2025-04-12 10:05:40,30.63,43.35,BuildingA_Floor2,TypeB
1091,2025-04-10 19:39:11,31.49,42.43,BuildingB_Floor1,TypeB
1012,2025-04-14 16:09:25,20.3,61.59,BuildingB_Floor2,TypeA
1055,2025-04-11 11:47:33,21.78,40.27,BuildingB_Floor1,TypeA
1041,2025-04-13 09:06:17,18.9,30.07,BuildingB_Floor2,TypeB
1029,2025-04-12 07:41:04,28.47,41.37,BuildingB_Floor2,TypeA
1062,2025-04-10 22:02:16,16.15,40.29,BuildingB_Floor1,TypeC
1016,2025-04-15 06:54:56,29.04,50.58,BuildingA_Floor2,TypeB
1007,2025-04-12 20:30:49,24.27,78.78,BuildingB_Floor2,TypeB
1060,2025-04-14 03:22:39,32.73,77.52,BuildingA_Floor2,TypeC
1064,2025-04-11 09:28:00,21.08,44.28,BuildingB_Floor2,TypeA
1046,2025-04-11 19:14:45,27.91,37.53,BuildingB_Floor2,TypeB
1024,2025-04-12 04:38:37,29.06,58.57,BuildingB_Floor2,TypeA
1049,2025-04-14 18:29:36,21.21,46.62,BuildingA_Floor2,TypeB
1062,2025-04-13 15:46:52,24.25,57.02,BuildingB_Floor1,TypeA
1066,2025-04-12 20:56:32,21.65,32.44,BuildingA_Floor1,TypeB
1053,2025-04-13 12:28:31,19.52,62.94,BuildingA_Floor1,TypeA
1037,2025-04-12 04:03:50,18.21,76.57,BuildingB_Floor2,TypeB
